area,caracteristicas,descripcion,estrato,numero_baños,numero_habitaciones,precio,tipo_inmueble,tipo_operacion,titulo,ubicacion
,,"El local comercial en venta de Atos Inmobiliaria en el Centro Comercial Lumol suena muy interesante. Está ubicado en el piso 2 y cuenta con un espacio abierto que ofrece muchas posibilidades para adaptarlo según las necesidades del comprador. Además, tiene una vista a la carrera 11, lo que puede ser atractivo para atraer la atención de los transeúntes.Es importante destacar que el local comercial también incluye un baño, lo cual es una comodidad adicional tanto para los empleados como para los clientes. Además, cuenta con un área de lavaplatos, lo que podría ser útil si el negocio requiere de algún tipo de limpieza o manipulación de utensilios.Si estás interesado en este local comercial, te recomendaría ponerte en contacto directamente con Atos Inmobiliaria para obtener más detalles sobre el precio, las condiciones de venta y cualquier otra información relevante que necesites para tomar una decisión informada.",Venta,1 baño,1 habitación,"$ 317.000.000
                        ",Local comercial,,Local comercial en venta en Centro,"Centro, Tunja, Tunja, Boyacá "
,Parqueadero,"Atos Inmobiliaria ofrece en venta un hermoso apartamento en el centro de la ciudad, una oportunidad única que no querrás dejar pasar. La propiedad cuenta con garaje, amplia sala comedor y estudio para trabajar tranquilamente. La cocina integral está completamente equipada y cuenta con zona de ropas para mayor comodidad. El apartamento tiene tres habitaciones con closet, ideales para un buen descanso, y dos baños. Los espacios están bien iluminados y cuenta con un balcón para disfrutar de la vista de la ciudad. Además, está cerca de centros hospitalarios y colegios, una ubicación privilegiada. ¡No pierdas esta oportunidad! Contáctanos para más información y sé el dueño de esta maravillosa propiedad.",Venta,2 baños,3 habitaciones,"$ 230.000.000
                        ",Apartamento,,Apartamento en venta en Las Nieves,"Las Nieves, Tunja, Tunja, Boyacá "
,Parqueadero,"**Venta de Apartamento en el Norte de la Ciudad, Cerca del Centro Comercial Centro Norte**Atos Inmobiliaria te ofrece la oportunidad de adquirir este encantador apartamento en una ubicación privilegiada en el norte de la ciudad, a pocos pasos del Centro Comercial Centro Norte. Con un área de 60 m², este apartamento es una elección excelente para aquellos que buscan comodidad y conveniencia.El apartamento consta de una acogedora sala-comedor, una zona de ropas, una cocina integral funcional y bien equipada, dos habitaciones, siendo la principal con baño privado, y un baño social adicional. Además, se incluye un parqueadero, lo que agrega un valioso nivel de comodidad.La flexibilidad de precio hace que esta sea una oferta aún más atractiva. Si estás en busca de un nuevo hogar en una ubicación conveniente o considerando una inversión, este apartamento tiene mucho que ofrecer. ¡No dejes pasar esta oportunidad y contáctanos hoy mismo para obtener más detalles y programar una visita!",Venta,2 baños,2 habitaciones,"$ 200.000.000
                        ",Apartamento,,Apartamento en venta en Tunja,"Tunja, Tunja, Boyacá "
,,"Atos Inmobiliaria tiene a la venta una espaciosa casa en el centro de la ciudad, situada a pocas cuadras de la Plaza de Bolívar. Esta casa cuenta con seis habitaciones y cuatro baños, brindando amplios espacios para acomodar a tu familia o convertirlos en espacios funcionales según tus necesidades.Además, la casa cuenta con un apartaestudio independiente, que ofrece privacidad y versatilidad para ser utilizado como una unidad adicional o incluso como una fuente de ingresos adicional alquilándolo por separado.Una característica adicional de esta propiedad es un local comercial con entrada independiente, que consta de 35 m2 y un baño privado. Esta área comercial puede ser aprovechada para emprender un negocio propio o como una oportunidad de inversión alquilándola a un tercero.Con una ubicación estratégica en el centro de la ciudad, esta casa te brinda fácil acceso a servicios, comercios y atracciones principales. No dejes pasar la oportunidad",Venta,5 baños,7 habitaciones,"$ 580.000.000
                        ",Casa,,Casa en venta en El Bosque,"El Bosque, Tunja, Tunja, Boyacá "
,Parqueadero,"¡Increíble oportunidad! Venta de apartaestudio en el moderno edificio Skala. Este acogedor apartamento cuenta con una habitación cómoda, baño funcional, sala comedor para disfrutar de momentos especiales y una práctica cocina integral para tus deliciosas preparaciones. Además, cuenta con zona de ropas y un parqueadero para tu conveniencia. Con un área de 34.34 m², este apartaestudio es perfecto para disfrutar de la vida urbana con comodidad y estilo. Ubicado en el piso 5, disfrutarás de hermosas vistas y tranquilidad. No pierdas esta oportunidad de vivir en un lugar moderno y bien ubicado. Contáctanos para más información y adquiere tu nuevo hogar en el edificio Skala. ¡Te esperamos!",Venta,1 baño,1 habitación,"$ 145.000.000
                        ",Apartamento,,Apartamento en venta en La Maria,"La Maria, Tunja, Tunja, Boyacá "
,,"Atos Inmobiliaria presenta esta excelente oportunidad de venta en el centro de la ciudad de Tunja:  casa con un área construida de aproximadamente 120 m² , mas un lote parte posterior de 95 m². La casa en venta consta de local comercial de 20 m² aproximados, ideal para cualquier tipo de emprendimiento, 2 habitaciones, un baño, una cocina tradicional,  sala-comedor independientes, zona de lavandería.Casa  con amplios espacios y un diseño funcional, esta propiedad ofrece comodidad y versatilidad para adaptarse a sus necesidades.La ubicación en el centro de la ciudad brinda acceso conveniente a servicios, comercios y atracciones principales, adicionalmente el local comercial proporciona una excelente oportunidad para iniciar o expandir su negocio propio.No deje pasar esta oportunidad de adquirir una propiedad con un área construida generosa, un local comercial y un lote posterior, todo en una ubicación estratégica de la ciudad.",Venta,1 baño,2 habitaciones,"$ 350.000.000
                        ",Casa,,Casa en venta en Centro,"Centro, Tunja, Tunja, Boyacá "
,Parqueadero,"Atos Inmobiliaria presenta una cautivadora casa campestre en la apacible vereda Tras del Alto, en la ruta hacia Villa de Leyva. Con un lote de 1157 m², esta propiedad de ensueño se desarrolla en dos niveles.En la planta baja, descubrirás una cocina bien equipada, un acogedor comedor y una sala amplia. Además, tres habitaciones te brindarán privacidad, cada una con su propio baño, y un baño social añade comodidad. La zona de ropas completa este nivel.Ascendiendo al segundo piso, serás recibido por una sala de estar y estudio, perfecta para momentos de reflexión. Una terraza cubierta te invita a disfrutar del aire libre y un balcón amplio te regala panorámicas encantadoras. La habitación principal es un santuario con su baño con tina y acceso al balcón.El tercer nivel alberga un tanque de 2000 litros para asegurar el suministro de agua. El lote está delimitado por malla y presenta un frente con ladrillo a la vista, además de contar con garaje, cerca viva y amplias zonas verdes.",Venta,5 baños,4 habitaciones,"$ 1.200.000.000
                        ",Casa,,Casa en venta en Tunja,"Tunja, Tunja, Boyacá "
,,"¡Gran oportunidad de inversión! Se vende una amplia casa ubicada en el sur de la ciudad, ideal para aquellas personas que buscan una propiedad con potencial y versatilidad. Esta casa de dos pisos ofrece múltiples opciones para adaptarla a tus necesidades.En el primer piso, encontrarás una cómoda sala-comedor, una funcional cocina, dos habitaciones espaciosas sin closet, un baño completo y un práctico patio de ropas. Este nivel brinda la posibilidad de disfrutar de un espacio acogedor para la familia o para emprender un negocio.Subiendo al segundo piso, descubrirás dos habitaciones adicionales sin closet, un baño completo, una segunda cocina y otro patio de ropas. Esta distribución permite aprovechar el espacio de manera independiente o como una opción para arrendar y generar ingresos adicionales.",Venta,2 baños,4 habitaciones,"$ 180.000.000
                        ",Casa,,Casa en venta en Nazareth,"Nazareth, Tunja, Tunja, Boyacá "
,,"Atos Inmobiliaria presenta EL PORTAL DEL BOSQUE, un proyecto de apartamentos único en Tunja que ofrece comodidad y tranquilidad en una ubicación exclusiva de la ciudad. Los apartamentos cuentan con un diseño contemporáneo y confortable que se adapta a tus necesidades. El conjunto residencial cuenta con amplias zonas verdes, áreas recreativas, zona social y comercial. Está ubicado al noroccidente de la ciudad y ofrece una variedad de comodidades y servicios, incluyendo zona comercial, parqueaderos de visitantes, salón de eventos, gimnasio, sauna, jacuzzi, terraza de aeróbicos, zonas de BBQ, senderos ecológicos, parques infantiles y cancha múltiple. Los apartamentos tienen áreas que van desde 68 m² hasta 110 m², y también se ofrecen apartamentos dúplex de 162 m². El precio de los apartamentos oscila entre 195.000.000 y 302.000.000, mientras que los apartamentos dúplex tienen un precio de 451.291.000. No pierdas la oportunidad de ser parte de este proyecto excepcional.",Venta,1 baño,2 habitaciones,"$ 199.129.500
                        ",Apartamento,,Apartamento en venta en San Rafael,"San Rafael, Tunja, Tunja, Boyacá "
,Parqueadero,"¡Bienvenido al hogar de tus sueños! Esta hermosa casa de dos niveles te ofrece un estilo de vida excepcional.En el primer nivel, encontrarás un amplio garaje para proteger tu vehículo, una acogedora sala-comedor donde podrás disfrutar de momentos inolvidables en compañía de tus seres queridos, una cocina común que te brindará el espacio perfecto para desatar tu creatividad culinaria, un baño completo para tu comodidad, un área de ropas para facilitar tus tareas domésticas y un cuarto de servicio para brindarte mayor versatilidad en tu hogar.El segundo nivel te dará la bienvenida con cuatro espaciosas habitaciones, perfectas para adaptarse a tus necesidades y las de tu familia. Además, contarás con un baño adicional para evitar las esperas matutinas y facilitar el ritmo de vida de todos los miembros de tu hogar.Esta maravillosa casa se encuentra ubicada en una gran zona residencial, rodeada de tranquilidad y belleza. Disfrutarás de vías de acceso cómodas y rápidas",Venta,2 baños,4 habitaciones,"$ 270.000.000
                        ",Casa,,Casa en venta en La Duena,"La Duena, Tunja, Tunja, Boyacá "
,,"ATOS Inmobiliaria ofrece en venta una encantadora casa ubicada en el barrio Las Nieves, con un área total de 250 m2. Esta espaciosa propiedad cuenta con dos pisos que ofrecen un cómodo y funcional espacio para vivir.En el primer nivel, encontrarás una amplia cocina, una acogedora sala de estar, un comedor espacioso y un patio para disfrutar de momentos al aire libre. Además, cuenta con un luminoso solar, una práctica bodega, un baño y un estudio que puede ser adecuado como garaje según tus necesidades.El segundo nivel te sorprenderá con cuatro habitaciones, cada una con su propio closet, brindando un óptimo espacio de almacenamiento. También cuenta con un baño para mayor comodidad. Además, para apreciar la vista y disfrutar de la brisa, el segundo piso cuenta con un balcón.Esta casa en el barrio Las Nieves es una oportunidad única para adquirir un hogar amplio y bien distribuido, ideal para una familia.",Venta,2 baños,4 habitaciones,"$ 545.000.000
                        ",Casa,,Casa en venta en Las Nieves,"Las Nieves, Tunja, Tunja, Boyacá "
,Parqueadero,"En venta: Amplia casa en el reconocido Barrio Mesopotamia, con un área total de 127 m2. Esta vivienda es un verdadero hallazgo, con 3 habitaciones espaciosas, además de cuarto y baño de servicio, garantizando comodidad para todos. Cuenta con 3 baños, una cocina integral para tus necesidades culinarias, y un acogedor espacio que combina sala y comedor. El garaje te proporciona la conveniencia de estacionar tu vehículo.La casa, ingeniosamente subnivelada, te brinda un amplio patio, un espacio ideal para relajarte o entretener a tus invitados al aire libre. Su diseño inteligente asegura una excelente iluminación natural en todas las áreas interiores, creando un ambiente luminoso y acogedor. Esta es tu oportunidad de adquirir una propiedad excepcional en un barrio destacado. ¡No dudes en contactarnos para más información o para programar una visita!",Venta,3 baños,3 habitaciones,"$ 430.000.000
                        ",Casa,,Casa en venta en Mesopotamia,"Mesopotamia, Tunja, Tunja, Boyacá "
,,"**Venta de Casa Lote con Gran Potencial en Ubicación Estratégica**Atos Inmobiliaria te presenta esta excepcional oportunidad de inversión: una casa lote ubicada estratégicamente, ideal para tu próximo proyecto de construcción. Con un área de 273 m², este terreno ofrece un potencial increíble en una ubicación privilegiada.En este momento, el espacio alberga una casa antigua que consta de 6 amplias habitaciones y 3 baños, además de un soleado patio interno. Sin embargo, lo más emocionante es el vasto terreno en la parte posterior de la propiedad. Su ubicación sobre la carrera 16, entre las calles 26 y 25, lo convierte en un activo valioso para uso comercial o para la construcción de un edificio de apartamentos.Si estás buscando una inversión con un gran potencial de retorno, este terreno es la oportunidad que has estado esperando. ¡No dejes pasar la ocasión de convertir este terreno en tu mejor inversión! Contáctanos hoy mismo para obtener más información",Venta,3 baños,6 habitaciones,"$ 450.000.000
                        ",Casa,,Casa en venta en El Carmen,"El Carmen, Tunja, Tunja, Boyacá "
,,"Atos Inmobiliaria tiene disponible un apartamento en el centro de la ciudad, ubicado a solo dos cuadras de la Plaza de Bolívar. Este apartamento consta de dos habitaciones, un baño, sala comedor y cocina integral. Se encuentra en el tercer piso de un edificio en una ubicación céntrica. Si estás interesado en adquirir una propiedad en el corazón de la ciudad, este apartamento podría ser una excelente opción. Para obtener más detalles y coordinar una visita, te invitamos a ponerte en contacto con Atos Inmobiliaria. ¡No pierdas la oportunidad de conocer esta propiedad en una ubicación privilegiada!",Venta,1 baño,2 habitaciones,"$ 150.000.000
                        ",Apartamento,,Apartamento en venta en Centro,"Centro, Tunja, Tunja, Boyacá "
,Parqueadero,"Atos Inmobiliaria presenta una joya exclusiva: un espectacular penthouse amoblado en el noveno piso, que abarca todo el nivel. Con una impresionante área de 400 m², este apartamento único ofrece una vista panorámica de 360 grados que te dejará sin aliento.Disfruta de la comodidad de cuatro habitaciones, cada una con su propio baño privado, garantizando privacidad y confort. Además, cuenta con un baño social para visitantes, un estudio para trabajar en casa y una sala de TV para momentos de relajación. Los amplios espacios incluyen una sala de estar, un comedor y una moderna cocina integral, que se integran perfectamente para crear un ambiente acogedor y sofisticado.Este penthouse también te brinda un patio de ropas, un total de cuatro parqueaderos y dos espaciosos depósitos, asegurando espacio más que suficiente para tus necesidades. Vivir aquí es un sueño hecho realidad. Contáctanos para descubrir más sobre esta exclusiva oportunidad.",Venta,5 baños,4 habitaciones,"$ 2.000.000.000
                        ",Apartamento,,Apartamento en venta en Las Quintas,"Las Quintas, Tunja, Tunja, Boyacá "
,Parqueadero,"En venta, se ofrece una espaciosa casa en el barrio Santa Inés con un área de 215 m2. Esta encantadora propiedad cuenta con 4 habitaciones y 4 baños, brindando un amplio espacio para toda la familia. La cocina abierta y el patio de ropas añaden comodidad y funcionalidad al hogar. Además, cuenta con una alacena para almacenamiento adicional. La sala comedor es perfecta para recibir visitas y disfrutar de momentos especiales. También dispone de un garaje para estacionamiento y un acogedor balcón para relajarse. El star de TV ofrece un espacio adicional para el entretenimiento.Esta casa en el barrio Santa Inés es ideal para aquellos que buscan amplitud y comodidad en una ubicación tranquila. ¡No pierdas la oportunidad de adquirir esta maravillosa propiedad! Contáctanos para obtener más información y para programar una visita.",Venta,4 baños,4 habitaciones,"$ 650.000.000
                        ",Casa,,Casa en venta en Santa Ines,"Santa Ines, Tunja, Tunja, Boyacá "
,Parqueadero,"Espectacular casa de tres pisos en el norte de la ciudad. Consta de: 1. piso: sala comedor, garaje, cocina integral, bar/estudio. 2. Piso:3 habitaciones, 2 baños, estudio.  3. Piso: habitación principal, baño, jacuzzi, gimnasio, terraza. Altillo: zona BBQ y patio de ropas.",Venta,4 baños,4 habitaciones,"$ 800.000.000
                        ",Casa,,Casa en venta en Santa Inés,"Santa Inés, Tunja, Boyacá "
,,"Se vende hermosa casa con excelente ubicación al norte de la ciudad. Consta de: 1 piso: Parqueadero, sala comedor, sala de star, cocina integral, patio de ropas, baños coail, y cuarto de servicio con baño privado. 2 piso: 3 alcobas, 2 baños y estudio.",Venta,4 baños,4 habitaciones,"$ 420.000.000
                        ",Casa,,Casa en venta en Santa Inés,"Santa Inés, Tunja, Boyacá "
,Parqueadero,"Atos Inmobiliaria tiene disponible para la venta un apartaestudio en el centro de la ciudad. Este apartaestudio se encuentra en un conjunto cerrado y cuenta con un área de 49 m². Consta de sala comedor, cocina semiintegral, zona de ropas, una habitación con closet y baño. Además, incluye parqueadero para tu comodidad. Si estás buscando un espacio céntrico y acogedor para vivir o como inversión, este apartaestudio podría ser una excelente elección. Para obtener más información y programar una visita, te invitamos a ponerte en contacto con Atos Inmobiliaria. ¡No dejes pasar esta oportunidad!",Venta,1 baño,1 habitación,"$ 140.000.000
                        ",Apartamento,,Apartamento en venta en Las Nieves,"Las Nieves, Tunja, Tunja, Boyacá "
,,Espectacular casa multifamiliar en el centro de la ciudad. Consta de 8 apartaestudios con excelente recepción y lavandería independientes. Es una gran oportunidad de proyecto residencial estudiantil o para hospedaje. El edificio cuenta con registro nacional de Turismo activo.,Venta,10 baños,8 habitaciones,"$ 680.000.000
                        ",Casa,,Casa en venta en Centro Histórico,"Centro Histórico, Tunja, Boyacá "
,,"Hermosa casa de 3 niveles ubicada al norte de la ciudad. Consta de:1 Nivel: 2 garajes. Apartamento de: 1 habitación, 1 baño, sala comedor cocina integral y área de ropas.2 Nivel: Sala comedor, cocina integral, 3 habitaciones, 2 baños y área de ropas. 3 Nivel: 1 habitación, 1 baño, sala de tv y terraza",Venta,3 baños,5 habitaciones,"$ 600.000.000
                        ",Casa,,Casa en venta en La Duena,"La Duena, Tunja, Tunja, Boyacá "
,Cuarto de servicio,"Preciosa Casa ubicada al norte de la ciudad. Cuenta con 4 habitaciones con closet incluido, 1 habitación sin closet, estudio, 3 baños, cocina integral nueva y amplia. También consta de sala de estar , sala comedor, cuarto de servicio con baño incluido, zona de ropas y hermosa zona verde. ¡Totalmente nuevo!",Venta,4 baños,6 habitaciones,"$ 500.000.000
                        ",Casa,,Casa en venta en Tunja,"Tunja, Boyacá "
,Gas natural,"Casa en excelente ubicación en venta en el centro de Tunja, consta de 2 pisos distribuidos así:Piso 1: local con baño, 3 habitaciones, 2 cocinas, 2 baños y patio de ropas.Piso 2: 3 habitaciones, 1 cocina, sala-comedor, 1 baño y patio de ropas.",Venta,4 baños,6 habitaciones,"$ 220.000.000
                        ",Casa,,Casa en venta en Tunja,"Tunja, Boyacá "
,Parqueadero,"Espectacular casa ubicada cerca a la U.P.T.C, con un área de lote de 90 mts cuadrados y área construida de 147.91 mts cuadrados.  Consta de: garaje con portón eléctrico, sala comedor, cocina integral, baño auxiliar, patio de ropas en el 1. Piso. En el 2. Piso cuenta con: 2 habitaciones con closet incluido, 1 baño, estudio, 1 habitación con baño privado. 3. Piso tiene: habitación con baño privado.",Venta,4 baños,4 habitaciones,"$ 320.000.000
                        ",Casa,,Casa en venta en La Fuente-Calleja-Trigales,"La Fuente-Calleja-Trigales, Tunja, Boyacá "
,Parqueadero,"Hermosa casa ubicada en exclusivo barrio de la ciudad. Consta con: sala comedor, cocina integral, baño, patio de ropas, en el segundo piso 2 habitaciones con baño privado respectivamente, en el tercer piso habitación principal con baño privado, estudio y balcón. Cuenta con parqueadero doble, salón social, portería y vigilancia.",Venta,3 baños,3 habitaciones,"$ 400.000.000
                        ",Casa,,Casa en venta en Tunja,"Tunja, Boyacá "
,Gas natural,"Casa que cuenta con 4 apartamentos en venta, la distribución es:Apto 1: 2 habitaciones, sala-comedor, cocina y baño.Apto 2: 4 habitaciones, cocina, baño.Apto 3: 2 habitaciones, sala-comedor, cocina, baño.Apto 4: Dúplex de 2 habitaciones, sala-comedor, cocina, 2 baños, garaje, 2 patios.Cuenta adicionalmente con un apto en obra negra de 2 habitaciones.",Venta,5 baños,12 habitaciones,"$ 550.000.000
                        ",Casa,,Casa en venta en Tunja,"Tunja, Boyacá "
,"Parqueadero,Gas natural","Hermosa casa esquinera en el norte de la ciudad, cerca de la UPTC y del centro comercial Centro Norte, consta de 1 local comercial que cuenta con 2 baños y bodega y el espacio de la casa que cuenta con sala, comedor, cocina integral, 5 habitaciones, 4 baños, estudio, sala de TV, garaje y altillo con balcón.",Venta,6 baños,5 habitaciones,"$ 480.000.000
                        ",Casa,,Casa en venta en Los Cristales,"Los Cristales, Tunja, Boyacá "
,Parqueadero,"VENDO HERMOSA CASA de tres plantas en las Quintas de la ciudad de Tunja.Cuenta con cercanía a colegios, universidades, centro comercial viva Tunja y Centro comercial Unicentro Tunja, Año de Construcción 2016Consta con sala comedor, cocina integral, garaje con portón eléctrico , cuatro habitaciones, tres baños, terraza y áreas bien iluminadas con los mejores acabados.",Venta,3 baños,4 habitaciones,"$ 480.000.000
                        ",Casa,,Casa en venta en Las Quintas,"Las Quintas, Tunja, Boyacá "
,,"Se vende apartamento duplex ubicado en un 6 piso. Consta de 3 alcobas con closets, 4 baños, estudio, sala comedor, cocina integral, área de ropas, balcones  y 2 parqueaderos. el conjunto cuenta con vigilancia y salón social. Cerca de centros comerciales como Unicentro, boulevard y  Viva Tunja, cerca al campus de la universidad santo tomas, buenas vías de acceso y transporte publico.",Venta,4 baños,3 habitaciones,"$ 450.000.000
                        ",Apartamento,,Apartamento en venta en Santa Ines,"Santa Ines, Tunja, Tunja, Boyacá "
,Parqueadero,"Se vende hermosa ca consta de: sótano, baño con mueble y jacuzzi; primer piso garaje, sala-comedor, cocina integral, zona de ropas, baño auxiliar, 2 nivel, habitación con baño, holl y tercer nivel, 2 habitaciones 1 baño, altillo, con baño privado, cerca al centro, colegios y universidades.se recibe permuta  de menor valor en los municipios de Tunja, Barbosa o jenesano.",Venta,2 baños,3 habitaciones,"$ 380.000.000
                        ",Casa,,Casa en venta en Santa Barbara,"Santa Barbara, Tunja, Tunja, Boyacá "
,Gas natural,"Disponible para la venta un acogedor apartaestudio de 23.48 m² ubicado en el cuarto piso de las Torres de Sión. Este apartaestudio cuenta con una sala-comedor de tamaño reducido pero funcional, una cocina integral completamente equipada, una habitación cómoda con closet y un baño completo. ¡No pierda la oportunidad de tener su propio espacio en una excelente ubicación!",Venta,1 baño,1 habitación,"$ 100.000.000
                        ",Apartamento,,Apartamento en venta en La Maria,"La Maria, Tunja, Tunja, Boyacá "
,,"ATOS Inmobiliaria tiene en venta un apartamento de 49 m2 con una distribución que consta de 3 habitaciones, baño, sala comedor y cocina. Los servicios del apartamento son muy económicos y cuenta con parqueadero comunal. El sector en el que se encuentra ubicado el apartamento es comercial, lo que facilita el acceso a diversos servicios y establecimientos. ¡No pierdas la oportunidad de adquirir este excelente apartamento con una ubicación privilegiada!",Venta,1 baño,3 habitaciones,"$ 135.000.000
                        ",Apartamento,,Apartamento en venta en La Florida,"La Florida, Tunja, Tunja, Boyacá "
,"Parqueadero,Gas natural","VENDO ESPECTACULAR PENTHOUSE EN EL PROYECTO PORTAL DEL BOSQUEEl apartamento consta de Cocina Integral, Sala - Comedor, Estudio, Zona de Ropas, Tres Baños, Cuatro Habitaciones, cuanta con Altillo de 54.37 m2, y Terraza de 15.48 m2",Venta,3 baños,4 habitaciones,"$ 446.925.000
                        ",Apartamento,,Apartamento en venta en San Rafael,"San Rafael, Tunja, Tunja, Boyacá "
,"Parqueadero,Gas natural,Cuarto de servicio","Hermosa casa en conjunto cerrado, consta de 2 pisos divididos así:Piso 1: Sala, comedor, baño social, área de ropas, cuarto de servicio, baño de servicio, área de ropas, cocina integral, garaje, jardín y terraza cubiertaPiso 2: 3 habitaciones, 2 baños, estudio.La casa cuenta con una excelente ubicación e iluminación.",Venta,4 baños,3 habitaciones,"$ 400.000.000
                        ",Casa,,Casa en venta en Santa Inés,"Santa Inés, Tunja, Boyacá "
,,"Casa comercial en el Centro Histórico de la ciudad de Tunja, a solo 3 cuadras de la plaza de Bolívar. Consta de 3 locales: 1.Local: cuenta con un área de 19.90 metros cuadrados con baño incluido. 2. Local: cuenta con un área de de 46.24 metros cuadrados con baño incluido. 3. Local ubicado en el segundo piso: Cuenta de 80.06 metros cuadrados. La casa comercial tienen un área total construida de 166.22 metros cuadrados con servicios totalmente independientes.",Venta,3 baños,3 habitaciones,"$ 750.000.000
                        ",Casa,,Casa en venta en Centro Histórico,"Centro Histórico, Tunja, Boyacá "
,Parqueadero,"Atos Inmobiliaria tiene disponible para la venta un hermoso apartamento dúplex en el barrio Maldonado. En el primer piso encontrarás un recibidor, comedor, sala, mini bar y cocina. En el segundo nivel, el apartamento cuenta con tres habitaciones, dos baños y un estudio. Adicionalmente, el apartamento dispone de un garaje de 19 m2. ¡No pierdas la oportunidad de tener tu hogar en este maravilloso lugar!",Venta,3 baños,3 habitaciones,"$ 315.000.000
                        ",Apartamento,,Apartamento en venta en Maldonado,"Maldonado, Tunja, Tunja, Boyacá "
,Parqueadero,"Espectacular casa en zona norte y exclusiva de la ciudad. Consta de 3 pisos. En el 1. Piso cuenta con: Garaje, antejardín, sala comedor, cocina integral, patio de ropas, chimenea, baño social. 2. Piso, cuenta con: Estudio, 2 habitaciones, y 1 baño, habitación principal con baño privado. 3. Piso: consta de habitación con baño privado y terraza. los pisos son en porcelanato, madera y madera laminada. Cuenta con Hidro Flow para aumentar la presión del agua, alarmas y cámaras.",Venta,4 baños,4 habitaciones,"$ 550.000.000
                        ",Casa,,Casa en venta en Santa Inés,"Santa Inés, Tunja, Boyacá "
,,"Magnífica casa  en zona exclusiva de la ciudad de 3 pisos. Consta de: 1. Piso: garaje con puerta eléctrica, sala comedor, star, cocina integral, zona de ropas, 1 habitación con baño. 2. Piso: Star, 3 habitaciones, 1 con baño privado y 1 baño social. 3. Piso: Cuenta con 1 habitación grande con baño y terraza. La casa tiene excelente iluminación Natural.",Venta,4 baños,5 habitaciones,"$ 550.000.000
                        ",Casa,,Casa en venta en Santa Inés,"Santa Inés, Tunja, Boyacá "
,,Atos Inmobiliaria te ofrece la oportunidad de arrendar o comprar un local comercial en el prestigioso centro comercial Paseo de la Salamandra. Este local tiene una superficie de 37.99 metros cuadrados y ofrece un espacio versátil que puedes adaptar según las necesidades de tu negocio.Su ubicación estratégica en el corazón de la ciudad te brinda acceso a un alto flujo de peatones y cercanía a una variedad de servicios y comercios. Es el lugar ideal para hacer crecer tu emprendimiento o expandir tu negocio.No dejes pasar esta oportunidad de establecer tu presencia en una ubicación privilegiada. ¡Contáctanos en Atos Inmobiliaria para obtener más información sobre este local comercial en el centro comercial Paseo de la Salamandra!,Venta,37 m²,1 baño,"$ 150.000.000
                        ",Local comercial,,Local comercial en venta en Centro,"Centro, Tunja, Tunja, Boyacá "
,,"Excelente inmueble comercial ubicado en el centro histórico de la ciudad con cercanía  a la plaza de bolívar, buen acceso a transporte publico sobre vía peatonal muy transcurrida, cuenta con un área amplia y bien iluminada con tres divisiones y baño privado",Venta,230 m²,1 baño,"$ 980.000.000
                        ",Local comercial,,Local comercial en venta en Centro Histórico,"Centro Histórico, Tunja, Boyacá "
,,"Atos Inmobiliaria tiene disponible en venta un local en el edificio Torres de Vizcaya, ubicado en el norte de la ciudad. Este local cuenta con un área de 17 m2. Si estás buscando una propiedad comercial en una ubicación estratégica, este local podría ser lo que necesitas. Para obtener más detalles y coordinar una visita, te invitamos a ponerte en contacto con Atos Inmobiliaria.",Venta,17 m²,1 baño,"$ 75.000.000
                        ",Local comercial,,Local comercial en venta en La Duena,"La Duena, Tunja, Tunja, Boyacá "
,,"En venta: Local en el Centro Comercial Paseo de la Salamandra, con una superficie de 21.85 m2. Este local ofrece una vitrina amplia con doble puerta y baño privado, además de contar con un mezanine cerrado y un acceso adicional por el baño. Su ubicación en el corazón de la ciudad, a solo media cuadra de la Plazoleta San Francisco y a dos cuadras de la Plaza de Bolívar, lo convierte en una oportunidad excepcional para establecer tu negocio en una zona estratégica. ¡Contáctanos para más detalles y no pierdas la oportunidad de invertir en este local comercial!",Venta,21 m²,1 baño,"$ 165.000.000
                        ",Local comercial,,Local comercial en venta en Centro,"Centro, Tunja, Tunja, Boyacá "
,Parqueadero,"Hermosa casa de dos plantas en el barrio bello horizonte. Cuenta con: 1. Piso: garaje, sala comedor, cocina común y patio de ropas. 2. Piso: 4 habitaciones, 1 baño y patio de ropas.",Venta,1 baño,4 habitaciones,"$ 210.000.000
                        ",Casa,,Casa en venta en Tunja,"Tunja, Boyacá "
,Parqueadero,"Hermoso apartamento al norte de la ciudad. Consta de 3 habitaciones, 2 baños, sala comedor amplia, cocina integral con barra, zona de ropas, comedor en granito, excelente iluminación, Ventanas en PVC para aislar del frio exterior y parqueadero privado.",Venta,2 baños,3 habitaciones,"$ 300.000.000
                        ",Apartamento,,Apartamento en venta en La Fuente-Calleja-Trigales,"La Fuente-Calleja-Trigales, Tunja, Boyacá "
,,"Hermoso apartaestudio en una ubicación privilegiada en Tunja, consta de 1 habitacion, 1 baño, sala-comedor, cocina integral, área de ropas y excelente iluminación.",Venta,1 baño,1 habitación,"$ 100.000.000
                        ",Apartamento,,Apartamento en venta en Tunja,"Tunja, Tunja, Boyacá "
,Parqueadero,"Preciosa casa ubicada en excelente sector de la ciudad. Consta con: 3 habitaciones , 1 estudio, parqueaderos, cocina, 3 baños, comedor y área de lavandería, Recién remodelada.",Venta,3 baños,3 habitaciones,"$ 1.200.000.000
                        ",Casa,,Casa en venta en Centro Histórico,"Centro Histórico, Tunja, Boyacá "
